"","Date.Local","wdc.ozone.Mean","wdc.ozone.Max.Value","wdc.ozone.Max.Hour","wdc.ozone.AQI","wdc.nitrogen.Mean","wdc.nitrogen.Max.Value","wdc.nitrogen.Max.Hour","wdc.nitrogen.AQI","wdc.pm.Max.Value","wdc.pm.Max.Hour","wdc.pm.Mean","wdc.pm.AQI","wdc.temp.Mean","wdc.temp.Max.Value","wdc.temp.Max.Hour","wdc.rh.Mean","wdc.rh.Max.Value","wdc.rh.Max.Hour"
"1385","2015-07-30",0.035118,0.047,10,44,4.321739,7.5,14,7,19,12,11,NA,80.3875,87.3,11,75.2375,86.2,13
"1386","2015-07-30",0.035118,0.047,10,44,4.321739,7.5,14,7,19,12,11,NA,78.909091,87,12,75.2375,86.2,13
"1387","2015-07-31",0.041706,0.054,10,50,6.522727,17.2,21,16,17,21,9.333333,NA,80.591667,86.7,14,49.029167,73.9,0
"1388","2015-07-31",0.041706,0.054,10,50,6.522727,17.2,21,16,17,21,9.333333,NA,79.772727,87,16,49.029167,73.9,0
"1389","2015-08-01",0.044294,0.056,10,54,10,18.3,6,17,12,21,9,NA,81.266667,87.1,15,47.633333,60.8,4
"1390","2015-08-01",0.044294,0.056,10,54,10,18.3,6,17,12,21,9,NA,80,86,14,47.633333,60.8,4
"1391","2015-08-02",0.037294,0.05,9,46,8.3375,15.9,0,14,12,0,7,NA,79.470833,86.7,15,45.591667,61.3,23
"1392","2015-08-02",0.037294,0.05,9,46,8.3375,15.9,0,14,12,0,7,NA,78.545455,87,15,45.591667,61.3,23
"1393","2015-08-03",0.042412,0.056,9,54,12.190476,18.4,5,17,13,19,9.416667,NA,81.695833,88.7,17,49.958333,67.5,0
"1394","2015-08-03",0.042412,0.056,9,54,12.190476,18.4,5,17,13,19,9.416667,NA,81,89,17,49.958333,67.5,0
"1395","2015-08-04",0.038412,0.057,9,58,12.495652,30,7,28,13,15,9.708333,NA,81.283333,91.6,15,55.95,80.1,23
"1396","2015-08-04",0.038412,0.057,9,58,12.495652,30,7,28,13,15,9.708333,NA,80.545455,91,15,55.95,80.1,23
"1397","2015-08-05",0.049059,0.063,10,77,11.75,19.5,5,18,17,7,10.458333,NA,80.241667,86.4,16,52.054167,80,0
"1398","2015-08-05",0.049059,0.063,10,77,11.75,19.5,5,18,17,7,10.458333,NA,79.363636,86,15,52.054167,80,0
"1399","2015-08-06",0.038941,0.05,11,46,13.525,20.9,6,19,13,1,9.041667,NA,75.454167,79.2,14,54.816667,72.2,23
"1400","2015-08-06",0.038941,0.05,11,46,13.525,20.9,6,19,13,1,9.041667,NA,73.909091,79,13,54.816667,72.2,23
"1401","2015-08-07",0.037059,0.045,11,42,15.7,26.8,8,25,13,6,7.625,NA,73.0375,78.3,16,67.379167,81.5,4
"1402","2015-08-07",0.037059,0.045,11,42,15.7,26.8,8,25,13,6,7.625,NA,71.727273,77,14,67.379167,81.5,4
"1403","2015-08-08",0.033647,0.043,11,40,12.029167,19.5,8,18,9,7,5.875,NA,76.0875,81.5,14,53.533333,66.2,5
"1404","2015-08-08",0.033647,0.043,11,40,12.029167,19.5,8,18,9,7,5.875,NA,75,82,14,53.533333,66.2,5
"1405","2015-08-09",0.041471,0.049,10,45,8.2,11.2,7,10,12,19,7.875,NA,77.8625,84.4,15,55.275,67.3,1
"1406","2015-08-09",0.041471,0.049,10,45,8.2,11.2,7,10,12,19,7.875,NA,76.772727,83,14,55.275,67.3,1
"1407","2015-08-10",0.025353,0.031,11,29,11.804762,20.4,7,19,11,9,7.708333,NA,72.225,75.4,0,77.9,88.4,4
"1408","2015-08-10",0.025353,0.031,11,29,11.804762,20.4,7,19,11,9,7.708333,NA,70.181818,73,14,77.9,88.4,4
"1409","2015-08-11",0.038118,0.048,11,44,9.3125,15.1,22,14,13,7,8.375,NA,78.541667,85.8,13,69.954167,88.7,2
"1410","2015-08-11",0.038118,0.048,11,44,9.3125,15.1,22,14,13,7,8.375,NA,77.272727,85,16,69.954167,88.7,2
"1411","2015-08-12",0.029294,0.037,10,34,7.783333,13.1,21,12,9,0,5.791667,NA,76.5125,81.7,15,51.025,68.2,5
"1412","2015-08-12",0.029294,0.037,10,34,7.783333,13.1,21,12,9,0,5.791667,NA,75.318182,82,17,51.025,68.2,5
"1413","2015-08-13",0.027353,0.047,11,44,11.866667,33.3,22,31,9,0,4.708333,NA,73.9875,79.7,14,48.0625,67.5,5
"1414","2015-08-13",0.027353,0.047,11,44,11.866667,33.3,22,31,9,0,4.708333,NA,72.818182,79,14,48.0625,67.5,5
"1415","2015-08-14",0.051588,0.07,11,100,15.186957,29.5,0,27,12,14,8.875,NA,76.254167,85.5,16,48.158333,67.7,5
"1416","2015-08-14",0.051588,0.07,11,100,15.186957,29.5,0,27,12,14,8.875,NA,75.5,85,15,48.158333,67.7,5
"1417","2015-08-15",0.046471,0.061,10,71,11.279167,21.2,8,20,15,16,10.458333,NA,78.320833,87.3,15,51.1,65.4,6
"1418","2015-08-15",0.046471,0.061,10,71,11.279167,21.2,8,20,15,16,10.458333,NA,77.409091,86,13,51.1,65.4,6
"1419","2015-08-16",0.047412,0.06,10,67,9.916667,17.2,5,16,16,11,10.083333,NA,80.3375,91.2,15,53.1125,70.1,3
"1420","2015-08-16",0.047412,0.06,10,67,9.916667,17.2,5,16,16,11,10.083333,NA,79.863636,92,16,53.1125,70.1,3
"1421","2015-08-17",0.041941,0.054,10,50,12.457143,27.8,6,25,19,10,11.875,NA,82.479167,92.3,14,55.9625,76.4,5
"1422","2015-08-17",0.041941,0.054,10,50,12.457143,27.8,6,25,19,10,11.875,NA,73,73,2,55.9625,76.4,5
"1423","2015-08-18",0.037118,0.048,9,44,14.508333,29.2,5,27,23,14,15.541667,NA,80.070833,86.4,12,66.791667,82.6,5
"1424","2015-08-19",0.029412,0.035,11,32,11.029167,19.2,7,18,18,3,9.666667,NA,80.408333,86.9,14,67.5,79.1,0
"1425","2015-08-19",0.029412,0.035,11,32,11.029167,19.2,7,18,18,3,9.666667,NA,81.214286,86,13,67.5,79.1,0
"1426","2015-08-20",0.024412,0.033,11,31,10.479167,15,8,14,16,11,7.625,NA,78.066667,83.1,16,78.641667,88.6,4
"1427","2015-08-20",0.024412,0.033,11,31,10.479167,15,8,14,16,11,7.625,NA,76.409091,83,16,78.641667,88.6,4
"1428","2015-08-21",0.038824,0.051,10,47,10.8,23,20,22,8,7,4.875,NA,76.1625,82,14,54.016667,87,0
"1429","2015-08-21",0.038824,0.051,10,47,10.8,23,20,22,8,7,4.875,NA,75,82,15,54.016667,87,0
"1430","2015-08-22",0.039647,0.051,11,47,11.258333,18.7,22,17,11,23,6.625,NA,74.720833,82.4,15,46.591667,67.4,4
"1431","2015-08-22",0.039647,0.051,11,47,11.258333,18.7,22,17,11,23,6.625,NA,73.772727,83,16,46.591667,67.4,4
"1432","2015-08-23",0.052765,0.065,11,84,10.541667,15.3,0,14,13,16,8.75,NA,74.95,83.7,15,49.966667,64.7,5
"1433","2015-08-23",0.052765,0.065,11,84,10.541667,15.3,0,14,13,16,8.75,NA,74.090909,83,15,49.966667,64.7,5
"1434","2015-08-24",0.038294,0.053,10,49,16.72,31,7,29,20,10,11.166667,NA,78.620833,88.7,15,63.8125,88.1,21
"1435","2015-08-24",0.038294,0.053,10,49,16.72,31,7,29,20,10,11.166667,NA,77.818182,88,14,63.8125,88.1,21
"1436","2015-08-25",0.040059,0.053,11,49,14.816667,28.7,20,26,14,3,8.875,NA,75.379167,81.1,16,51.570833,87.1,0
"1437","2015-08-25",0.040059,0.053,11,49,14.816667,28.7,20,26,14,3,8.875,NA,74.681818,81,15,51.570833,87.1,0
"1438","2015-08-26",0.033706,0.048,10,44,15.613636,32.1,22,30,12,5,7.833333,NA,72.079167,76.8,16,48.404167,61.8,4
"1439","2015-08-26",0.033706,0.048,10,44,15.613636,32.1,22,30,12,5,7.833333,NA,71.181818,76,16,48.404167,61.8,4
"1440","2015-08-27",0.028353,0.044,11,41,17.154167,35.3,23,33,12,5,7.541667,NA,71.25,77.7,14,53.554167,69.4,5
"1441","2015-08-27",0.028353,0.044,11,41,17.154167,35.3,23,33,12,5,7.541667,NA,70.636364,78,14,53.554167,69.4,5
"1442","2015-08-28",0.046588,0.057,11,58,18.629167,33.3,5,31,12,23,8,NA,73.945833,82.9,15,52.6875,69.7,4
"1443","2015-08-28",0.046588,0.057,11,58,18.629167,33.3,5,31,12,23,8,NA,72.136364,84,16,52.6875,69.7,4
"1444","2015-08-29",0.048941,0.057,11,58,14.695833,24,6,23,16,2,10.041667,NA,77.358333,85.3,14,54.245833,69.1,5
"1445","2015-08-29",0.048941,0.057,11,58,14.695833,24,6,23,16,2,10.041667,NA,76.227273,84,14,54.245833,69.1,5
"1446","2015-08-30",0.044941,0.054,12,50,14.716667,24.9,11,23,20,21,13,NA,77.7125,86.2,15,60.620833,72.6,3
"1447","2015-08-30",0.044941,0.054,12,50,14.716667,24.9,11,23,20,21,13,NA,76.636364,85,15,60.620833,72.6,3
"1448","2015-08-31",0.041412,0.057,11,58,16.031818,31,6,29,20,7,14.208333,NA,80.366667,86.9,16,56.441667,76.9,23
"1449","2015-08-31",0.041412,0.057,11,58,16.031818,31,6,29,20,7,14.208333,NA,78.9375,87,16,56.441667,76.9,23
"1450","2015-09-01",0.048353,0.066,11,87,23.5375,45.7,21,42,22,17,13.541667,NA,82.225,90.3,15,59.625,83.8,5
"1451","2015-09-01",0.048353,0.066,11,87,23.5375,45.7,21,42,22,17,13.541667,NA,81.954545,91,14,59.625,83.8,5
"1452","2015-09-02",0.047765,0.067,10,90,33.790476,62.1,8,60,42,14,23.583333,NA,81.820833,89.2,14,60.658333,77.6,5
"1453","2015-09-02",0.047765,0.067,10,90,33.790476,62.1,8,60,42,14,23.583333,NA,81.090909,89,14,60.658333,77.6,5
"1454","2015-09-03",0.047118,0.064,8,80,19.431818,35.6,18,33,75,9,20.541667,NA,81.6125,90.9,15,59.5125,72.1,3
"1455","2015-09-03",0.047118,0.064,8,80,19.431818,35.6,18,33,75,9,20.541667,NA,81.454545,92,15,59.5125,72.1,3
"1456","2015-09-04",0.053176,0.068,10,93,18.454167,28.7,6,26,31,14,25.333333,NA,81.579167,89.2,13,61.175,76.5,23
"1457","2015-09-04",0.053176,0.068,10,93,18.454167,28.7,6,26,31,14,25.333333,NA,81.227273,91,13,61.175,76.5,23
"1458","2015-09-05",0.027882,0.035,10,32,12.858333,17.9,6,16,21,0,11.75,NA,76.691667,82,16,64.429167,79.6,4
"1459","2015-09-05",0.027882,0.035,10,32,12.858333,17.9,6,16,21,0,11.75,NA,75.727273,82,14,64.429167,79.6,4
"1460","2015-09-06",0.026824,0.048,11,44,16.0875,44.6,23,42,13,20,5.541667,NA,75.516667,84.2,14,50.195833,79.2,4
"1461","2015-09-06",0.026824,0.048,11,44,16.0875,44.6,23,42,13,20,5.541667,NA,74.727273,83,13,50.195833,79.2,4
"1462","2015-09-07",0.036471,0.052,10,48,20.341667,45.6,0,42,14,1,8.583333,NA,78.675,87.4,14,55.941667,68.2,23
"1463","2015-09-07",0.036471,0.052,10,48,20.341667,45.6,0,42,14,1,8.583333,NA,77.681818,87,14,55.941667,68.2,23
"1464","2015-09-08",0.028467,0.041,9,38,14.18,28.5,7,26,9,7,6,NA,81.804167,89.4,14,59.8125,77.9,5
"1465","2015-09-08",0.028467,0.041,9,38,14.18,28.5,7,26,9,7,6,NA,81.1,90,14,59.8125,77.9,5
"1466","2015-09-09",0.031111,0.036,15,33,9.308333,22.5,8,21,13,15,7.166667,NA,82.245833,90.3,14,65.270833,85.3,5
"1467","2015-09-09",0.031111,0.036,15,33,9.308333,22.5,8,21,13,15,7.166667,NA,82.045455,93,14,65.270833,85.3,5
"1468","2015-09-10",0.025,0.027,9,25,4.741667,15.8,9,14,17,9,6.666667,NA,74.6625,80.6,10,75.795833,84.7,4
"1469","2015-09-10",0.025,0.027,9,25,4.741667,15.8,9,14,17,9,6.666667,NA,72.954545,79,10,75.795833,84.7,4
"1470","2015-09-11",0.041824,0.055,11,51,4.2125,24.8,23,23,12,22,4.8375,NA,73.758333,83.3,15,56.516667,80,5
"1471","2015-09-11",0.041824,0.055,11,51,4.2125,24.8,23,23,12,22,4.8375,NA,72.818182,82,14,56.516667,80,5
"1472","2015-09-12",0.025,0.029,10,27,10.025,28.5,6,26,16,9,8.416667,NA,70.354167,73.4,11,79.7,87.2,8
"1473","2015-09-12",0.025,0.029,10,27,10.025,28.5,6,26,16,9,8.416667,NA,68.681818,72,11,79.7,87.2,8
"1474","2015-09-13",0.028235,0.033,11,31,1.208333,3.3,23,3,8,20,4,NA,65.429167,69.6,16,54.116667,68.2,5
"1475","2015-09-13",0.028235,0.033,11,31,1.208333,3.3,23,3,8,20,4,NA,64.5,69,12,54.116667,68.2,5
"1476","2015-09-14",0.039176,0.051,11,47,4.983333,14.7,7,13,11,16,5.875,NA,67.308333,76.5,16,44.4875,59.8,5
"1477","2015-09-14",0.039176,0.051,11,47,4.983333,14.7,7,13,11,16,5.875,NA,66.863636,76,15,44.4875,59.8,5
"1478","2015-09-15",0.040412,0.072,9,105,14.2,49.5,22,46,17,23,7.875,NA,71.341667,81.5,15,47.308333,63.9,6
"1479","2015-09-15",0.040412,0.072,9,105,14.2,49.5,22,46,17,23,7.875,NA,70.681818,82,13,47.308333,63.9,6
"1480","2015-09-16",0.059471,0.078,11,126,19.4375,43.2,0,41,20,0,12.291667,NA,73.833333,84.7,15,51.083333,71.2,5
"1481","2015-09-16",0.059471,0.078,11,126,19.4375,43.2,0,41,20,0,12.291667,NA,73.818182,85,14,51.083333,71.2,5
"1482","2015-09-17",0.055765,0.075,10,115,24.266667,52.7,8,49,24,5,13.166667,NA,74.8625,84.7,15,51.766667,78.9,6
"1483","2015-09-17",0.055765,0.075,10,115,24.266667,52.7,8,49,24,5,13.166667,NA,74.272727,84,16,51.766667,78.9,6
"1484","2015-09-18",0.048882,0.068,11,93,20.208333,51,7,48,25,6,12.333333,NA,75.041667,84.2,15,56.529167,78.4,5
"1485","2015-09-18",0.048882,0.068,11,93,20.208333,51,7,48,25,6,12.333333,NA,74.045455,84,15,56.529167,78.4,5
"1486","2015-09-19",0.037529,0.05,10,46,12.0125,17.2,8,16,14,8,8.5,NA,75.6125,84.2,14,65.704167,87,5
"1487","2015-09-19",0.037529,0.05,10,46,12.0125,17.2,8,16,14,8,8.5,NA,74.545455,83,14,65.704167,87,5
"1488","2015-09-20",0.031412,0.039,11,36,7.595833,11.3,19,10,8,0,3.5,NA,71.466667,76.6,14,55.429167,75.7,1
"1489","2015-09-20",0.031412,0.039,11,36,7.595833,11.3,19,10,8,0,3.5,NA,70.136364,77,14,55.429167,75.7,1
"1490","2015-09-21",0.013353,0.017,8,16,20.0375,28.2,15,26,10,14,4.091667,NA,63.983333,67.1,14,64.604167,84,20
"1491","2015-09-21",0.013353,0.017,8,16,20.0375,28.2,15,26,10,14,4.091667,NA,62.545455,66,14,64.604167,84,20
"1492","2015-09-22",0.023235,0.029,11,27,17.125,26.9,18,25,11,19,7.25,NA,65.620833,71.2,16,68.108333,83.3,0
"1493","2015-09-22",0.023235,0.029,11,27,17.125,26.9,18,25,11,19,7.25,NA,64.545455,71,16,68.108333,83.3,0
"1494","2015-09-23",0.032882,0.049,11,45,19.117647,25.2,9,24,9,7,6.045455,NA,68.470833,77.2,15,53.35,79,3
"1495","2015-09-23",0.032882,0.049,11,45,19.117647,25.2,9,24,9,7,6.045455,NA,67.5,76,13,53.35,79,3
"1496","2015-09-25",0.022412,0.025,20,23,22.458333,31.5,14,29,13,6,8.083333,NA,66.979167,71.1,14,64.716667,79,6
"1497","2015-09-25",0.022412,0.025,20,23,22.458333,31.5,14,29,13,6,8.083333,NA,65.636364,69,11,64.716667,79,6
"1498","2015-09-26",0.025647,0.028,11,26,16.8625,27.4,8,25,8,14,5.833333,NA,66.308333,71.6,14,58.470833,65.9,23
"1499","2015-09-26",0.025647,0.028,11,26,16.8625,27.4,8,25,8,14,5.833333,NA,65,71,14,58.470833,65.9,23
"1500","2015-09-27",0.025353,0.03,9,28,11.616667,16.4,20,15,7,0,4.625,NA,66.691667,72.5,16,69.645833,77.1,23
"1501","2015-09-27",0.025353,0.03,9,28,11.616667,16.4,20,15,7,0,4.625,NA,65.590909,71,14,69.645833,77.1,23
"1502","2015-09-28",0.024941,0.036,9,33,14.336842,25.3,6,24,12,6,8.125,NA,72.183333,80.2,15,73.975,88.1,6
"1503","2015-09-28",0.024941,0.036,9,33,14.336842,25.3,6,24,12,6,8.125,NA,71.181818,79,14,73.975,88.1,6
"1504","2015-09-29",0.017588,0.023,8,21,12.404167,24.3,17,23,11,11,6.041667,NA,73.791667,78.8,13,84.279167,90.9,21
"1505","2015-09-29",0.017588,0.023,8,21,12.404167,24.3,17,23,11,11,6.041667,NA,72.227273,78,13,84.279167,90.9,21
"1506","2015-09-30",0.022294,0.029,12,27,8.333333,12.5,5,11,5,5,2.236364,NA,70.575,74.3,11,79.504167,90.8,4
"1507","2015-09-30",0.022294,0.029,12,27,8.333333,12.5,5,11,5,5,2.236364,NA,69,73,11,79.504167,90.8,4
"1508","2015-10-01",0.015824,0.019,20,18,9.470833,13.3,7,12,5,9,3.541667,NA,56.9875,60.6,0,85.291667,87.7,12
"1509","2015-10-01",0.015824,0.019,20,18,9.470833,13.3,7,12,5,9,3.541667,NA,55.363636,57,2,85.291667,87.7,12
"1510","2015-10-02",0.014471,0.018,21,17,9.041667,13.7,5,12,27,17,4.25,NA,51.654167,56.1,0,85.479167,87.1,19
"1511","2015-10-02",0.014471,0.018,21,17,9.041667,13.7,5,12,27,17,4.25,NA,49.684211,54,2,85.479167,87.1,19
"1512","2015-10-03",0.011353,0.015,23,14,12.495833,19.3,19,18,6,10,2.758333,NA,53.016667,57,15,86.679167,87.7,10
"1513","2015-10-03",0.011353,0.015,23,14,12.495833,19.3,19,18,6,10,2.758333,NA,51.727273,56,15,86.679167,87.7,10
"1514","2015-10-04",0.019765,0.021,10,19,7.908333,9.8,23,8,11,20,5.875,NA,55.95,58.1,12,76.691667,88,3
"1515","2015-10-04",0.019765,0.021,10,19,7.908333,9.8,23,8,11,20,5.875,NA,54.681818,57,12,76.691667,88,3
"1516","2015-10-05",0.017882,0.029,9,27,16.95,32.3,20,30,11,21,7.136364,NA,58.1625,65.8,15,63.020833,73.8,6
"1517","2015-10-05",0.017882,0.029,9,27,16.95,32.3,20,30,11,21,7.136364,NA,57.045455,67,15,63.020833,73.8,6
"1518","2015-10-06",0.0218,0.043,9,40,18.25,34.2,21,32,11,23,5.916667,NA,62.679167,73.6,15,61.1,82.3,3
"1519","2015-10-06",0.0218,0.043,9,40,18.25,34.2,21,32,11,23,5.916667,NA,61.681818,73,15,61.1,82.3,3
"1520","2015-10-07",0.015412,0.034,11,31,19.733333,37.5,20,35,21,21,8.833333,NA,66.6375,74.1,15,65.15,77.6,23
"1521","2015-10-07",0.015412,0.034,11,31,19.733333,37.5,20,35,21,21,8.833333,NA,65,73,15,65.15,77.6,23
"1522","2015-10-08",0.035882,0.046,10,43,20.033333,31.6,0,29,23,18,14.791667,NA,67.708333,75.4,15,62.608333,85.4,3
"1523","2015-10-08",0.035882,0.046,10,43,20.033333,31.6,0,29,23,18,14.791667,NA,66.363636,74,15,62.608333,85.4,3
"1524","2015-10-09",0.026941,0.033,10,31,13.708333,25,7,24,19,0,11.041667,NA,68.795833,78.6,15,74.304167,87.6,19
"1525","2015-10-09",0.026941,0.033,10,31,13.708333,25,7,24,19,0,11.041667,NA,67.363636,78,15,74.304167,87.6,19
"1526","2015-10-10",0.016529,0.032,9,30,11.604167,34.3,21,32,16,21,5.791667,NA,58.5,64.4,0,55.025,73.4,23
"1527","2015-10-10",0.016529,0.032,9,30,11.604167,34.3,21,32,16,21,5.791667,NA,56.590909,62,14,55.025,73.4,23
"1528","2015-10-11",0.026412,0.045,11,42,19.3625,42.8,20,40,20,20,10.4625,NA,59.104167,69.3,15,59.716667,80.2,6
"1529","2015-10-11",0.026412,0.045,11,42,19.3625,42.8,20,40,20,20,10.4625,NA,58.090909,68,14,59.716667,80.2,6
"1530","2015-10-12",0.032824,0.04,11,37,18.7,34.3,8,32,21,7,9.708333,NA,63.583333,73.4,15,61.466667,85.4,6
"1531","2015-10-12",0.032824,0.04,11,37,18.7,34.3,8,32,21,7,9.708333,NA,62.363636,72,13,61.466667,85.4,6
"1532","2015-10-13",0.026833,0.036,12,33,13.565,25.3,8,24,13,8,9.315789,NA,66.410526,76.8,14,63.384211,83.7,5
"1533","2015-10-13",0.026833,0.036,12,33,13.565,25.3,8,24,13,8,9.315789,NA,59.428571,60,2,63.384211,83.7,5
"1534","2015-10-14",0.019294,0.027,8,25,11.890476,24.2,7,23,11,7,5.5,NA,61.525,66.6,14,52.65,63.5,4
"1535","2015-10-15",0.025471,0.035,10,32,13.133333,25.6,19,24,10,21,4.541667,NA,59.241667,65.7,16,51.833333,68.1,6
"1536","2015-10-15",0.025471,0.035,10,32,13.133333,25.6,19,24,10,21,4.541667,NA,58.8,64,15,51.833333,68.1,6
"1537","2015-10-16",0.030824,0.041,9,38,10.9625,19.4,7,18,10,1,5.333333,NA,57.6875,63.9,15,48.633333,66.9,5
"1538","2015-10-16",0.030824,0.041,9,38,10.9625,19.4,7,18,10,1,5.333333,NA,55.8,63,16,48.633333,66.9,5
"1539","2015-10-17",0.027118,0.031,9,29,9.283333,24.5,2,23,8,5,4.916667,NA,50.654167,54.3,13,48.695833,60.6,6
"1540","2015-10-17",0.027118,0.031,9,29,9.283333,24.5,2,23,8,5,4.916667,NA,49.181818,54,14,48.695833,60.6,6
"1541","2015-10-18",0.023824,0.035,10,32,8.995833,20.1,20,19,12,21,5.170833,NA,44.754167,50.2,15,51.154167,63.6,23
"1542","2015-10-18",0.023824,0.035,10,32,8.995833,20.1,20,19,12,21,5.170833,NA,43.545455,49,14,51.154167,63.6,23
"1543","2015-10-19",0.025529,0.029,9,27,17.966667,34.3,6,32,10,0,6,NA,46.904167,54.7,15,53.929167,76,4
"1544","2015-10-19",0.025529,0.029,9,27,17.966667,34.3,6,32,10,0,6,NA,45.909091,54,15,53.929167,76,4
"1545","2015-10-20",0.013,0.022,9,20,30.636364,58.7,20,55,22,16,11.590909,NA,55.958333,66.9,15,50.858333,64.4,6
"1546","2015-10-20",0.013,0.022,9,20,30.636364,58.7,20,55,22,16,11.590909,NA,54.727273,65,15,50.858333,64.4,6
"1547","2015-10-21",0.022647,0.026,10,24,36.241667,49.4,13,46,24,18,14.625,NA,62.216667,73.9,14,53.4875,74.2,5
"1548","2015-10-21",0.022647,0.026,10,24,36.241667,49.4,13,46,24,18,14.625,NA,61.181818,73,13,53.4875,74.2,5
"1549","2015-10-22",0.022941,0.037,11,34,34.766667,51.2,22,48,25,9,15.791667,NA,65.0125,76.8,14,54.045833,78.6,6
"1550","2015-10-22",0.022941,0.037,11,34,34.766667,51.2,22,48,25,9,15.791667,NA,63.636364,76,15,54.045833,78.6,6
"1551","2015-10-23",0.024,0.04,9,37,17.5625,48,0,45,20,0,9.458333,NA,61.725,66.2,14,48.2625,63.2,5
"1552","2015-10-23",0.024,0.04,9,37,17.5625,48,0,45,20,0,9.458333,NA,60.045455,65,14,48.2625,63.2,5
"1553","2015-10-24",0.028471,0.032,11,30,17.05,30.5,7,28,11,3,5.833333,NA,54.016667,59.9,15,62.0875,71,5
"1554","2015-10-24",0.028471,0.032,11,30,17.05,30.5,7,28,11,3,5.833333,NA,52.681818,58,13,62.0875,71,5
"1555","2015-10-25",0.023529,0.026,11,24,7.8625,12.7,9,11,10,13,5.5875,NA,59.975,68.4,14,64.7125,84.2,8
"1556","2015-10-25",0.023529,0.026,11,24,7.8625,12.7,9,11,10,13,5.5875,NA,58.363636,66,14,64.7125,84.2,8
"1557","2015-10-26",0.01,0.023,9,21,19.036364,36.9,20,34,11,22,5.041667,NA,52.4875,57.7,15,50.258333,69.1,23
"1558","2015-10-26",0.01,0.023,9,21,19.036364,36.9,20,34,11,22,5.041667,NA,50.909091,57,15,50.258333,69.1,23
"1559","2015-10-27",0.015118,0.02,22,19,24.933333,32.6,6,30,14,6,7.416667,NA,52.0625,58.3,17,70.2375,76.5,6
"1560","2015-10-27",0.015118,0.02,22,19,24.933333,32.6,6,30,14,6,7.416667,NA,50.681818,56,15,70.2375,76.5,6
"1561","2015-10-28",0.019824,0.023,17,21,12.670833,24.4,14,23,7,14,2.670833,NA,64.541667,70.2,19,86.041667,88.7,10
"1562","2015-10-28",0.019824,0.023,17,21,12.670833,24.4,14,23,7,14,2.670833,NA,63.090909,68,14,86.041667,88.7,10
"1563","2015-10-29",0.021529,0.029,9,27,14.558333,31.8,20,29,13,8,5.208333,NA,64.404167,68.4,9,61.404167,88.6,5
"1564","2015-10-29",0.021529,0.029,9,27,14.558333,31.8,20,29,13,8,5.208333,NA,62.454545,67,11,61.404167,88.6,5
"1565","2015-10-30",0.012176,0.019,7,18,11.008333,22.7,22,21,12,21,5.0875,NA,52.3125,56.7,0,50.879167,63.8,22
"1566","2015-10-30",0.012176,0.019,7,18,11.008333,22.7,22,21,12,21,5.0875,NA,50.25,56,15,50.879167,63.8,22
"1567","2015-10-31",0.021706,0.026,10,24,15.175,25.9,6,24,12,0,8.333333,NA,52.025,58.3,13,58.0375,75.2,6
"1568","2015-10-31",0.021706,0.026,10,24,15.175,25.9,6,24,12,0,8.333333,NA,50.909091,58,14,58.0375,75.2,6
"1569","2015-11-01",0.011765,0.021,8,19,10.8625,25.3,20,24,27,20,17.125,NA,59.095833,65.3,15,74.270833,86.2,7
"1570","2015-11-01",0.011765,0.021,8,19,10.8625,25.3,20,24,27,20,17.125,NA,57.409091,64,15,74.270833,86.2,7
"1571","2015-11-02",0.003824,0.01,8,9,23.771429,34.2,16,32,22,22,11.583333,NA,59.666667,64.2,14,64.158333,85,0
"1572","2015-11-02",0.003824,0.01,8,9,23.771429,34.2,16,32,22,22,11.583333,NA,57.909091,63,14,64.158333,85,0
"1573","2015-11-03",0.005412,0.014,9,13,28.0125,45.6,17,42,27,23,15.875,NA,59.508333,72.5,14,62.233333,86,2
"1574","2015-11-03",0.005412,0.014,9,13,28.0125,45.6,17,42,27,23,15.875,NA,58.227273,73,14,62.233333,86,2
"1575","2015-11-04",0.025294,0.034,12,31,22.9,39.9,0,37,32,0,12.25,NA,62.420833,75,15,56.470833,81.3,4
"1576","2015-11-04",0.025294,0.034,12,31,22.9,39.9,0,37,32,0,12.25,NA,61.5,73,13,56.470833,81.3,4
"1577","2015-11-05",0.010941,0.019,11,18,18.05,29.7,10,27,35,10,14.791667,NA,63.4125,71.8,16,84.079167,90.4,22
"1578","2015-11-05",0.010941,0.019,11,18,18.05,29.7,10,27,35,10,14.791667,NA,61.954545,72,16,84.079167,90.4,22
"1579","2015-11-06",0.014647,0.018,9,17,9.7625,20.8,17,19,20,9,11.375,NA,70.4125,78.8,15,73.991667,90.8,5
"1580","2015-11-06",0.014647,0.018,9,17,9.7625,20.8,17,19,20,9,11.375,NA,68.954545,77,14,73.991667,90.8,5
"1581","2015-11-07",0.019412,0.027,21,25,12.741667,22,6,21,11,8,6.875,NA,60.954167,69.1,0,62.3875,78.9,8
"1582","2015-11-07",0.019412,0.027,21,25,12.741667,22,6,21,11,8,6.875,NA,58.136364,65,2,62.3875,78.9,8
"1583","2015-11-08",0.019118,0.033,8,31,8.370833,28.6,19,26,15,21,5.670833,NA,52.158333,57.4,15,41.870833,58.5,23
"1584","2015-11-08",0.019118,0.033,8,31,8.370833,28.6,19,26,15,21,5.670833,NA,50.727273,58,16,41.870833,58.5,23
"1585","2015-11-09",0.007,0.017,23,16,23.808696,32.2,17,30,19,6,14.458333,NA,47.304167,52.5,15,68.225,88.6,23
